White Rating,Black Rating,accdiff,misdiff,blundiff,Winner
1975,1895,-3,2,-1,White
2008,2140,1,-2,-1,White
1676,2064,0,-3,0,White
1562,1395,1,0,0,Black
1733,1584,-4,0,-1,White
1173,1001,0,-1,-2,White
1864,1776,-2,0,0,White
1776,1949,-2,0,0,Draw
1776,1530,6,0,-1,White
1789,1776,0,0,0,Black
1451,1776,5,1,0,Black
1670,1637,4,0,0,Black
1220,1609,1,2,1,Black
1767,1758,-3,0,-2,White
1318,1052,-2,1,-1,White
1094,1300,1,2,1,Black
1362,892,2,1,2,Black
1386,1509,0,1,0,Black
1321,1517,-2,0,-1,White
1035,1267,2,1,1,Black
1999,2023,0,1,2,Black
2059,1609,3,-2,-2,White
2064,2025,1,0,1,Black
2038,2092,-2,-1,1,White
1962,2062,-1,1,3,Black
2067,2109,3,2,0,Black
2062,2060,-1,0,2,Black
2047,1968,2,0,-2,White
2203,2045,2,0,-2,White
2186,2056,-1,0,-1,White
2092,2003,2,-3,1,Draw
1492,1471,1,1,0,Black
2004,2073,1,1,1,Black
1805,2101,-1,1,-1,White
2084,2066,2,-1,-2,White
1788,2067,2,0,1,Black
1819,2052,4,1,1,Black
2047,1710,2,-1,-1,White
2119,2102,0,0,0,Black
2080,1966,4,0,0,White
1728,1759,5,-2,-3,White
1803,1748,-1,0,-2,White
1729,1611,0,0,-1,White
1725,1279,-1,-2,-1,White
1506,1712,4,3,0,Black
1328,1706,1,3,1,Black
1690,1327,-1,-4,-1,White
1756,1895,1,1,-1,White
1598,1588,-1,-1,-1,White
1605,1613,-1,-1,2,Black
1657,1610,2,-2,-2,White
1630,1574,0,-3,0,White
1637,1576,-4,0,-1,White
1631,1607,1,0,2,Black
1641,1570,-1,3,0,Black
2067,1547,-1,-3,0,White
1547,1830,0,0,2,Black
1831,1838,-1,0,1,Black
1842,1907,-2,0,1,Black
1846,1840,-1,1,1,Black
2096,1466,-1,-1,0,Black
1764,2096,-3,0,-1,White
1500,2096,-1,1,-2,Black
2096,2161,-2,-1,2,Black
1064,2096,-2,-1,-1,Draw
2096,1424,0,0,-2,White
1785,2096,-4,-1,-1,White
1564,1500,2,1,1,Black
1943,2051,-1,-2,-1,White
2088,1950,0,1,-3,White
1939,1959,0,-2,0,White
1543,1953,0,1,0,Black
1941,2044,-3,-1,0,White
1428,1483,0,0,2,Black
2139,2081,1,0,-2,White
2176,2181,0,1,1,Black
1499,1811,2,0,-1,White
1483,1510,1,0,1,Black
884,885,6,0,1,Black
1988,1954,0,-1,-2,White
1659,1947,0,0,2,Black
1515,1669,0,1,1,Black
1350,1355,2,1,3,Black
1802,1834,0,0,1,Black
1629,1491,0,0,-1,White
1599,1618,4,0,0,Draw
1481,1595,2,0,1,Black
1665,1860,0,2,-3,White
1779,1874,0,-1,-2,White
1861,1940,0,-2,-1,White
2069,1866,-4,-1,0,White
1874,1978,2,0,1,Black
1939,1883,1,-3,0,White
1870,1943,1,-3,1,White
2090,1852,2,0,1,Black
1858,2057,0,-1,3,Black
1801,1620,2,2,0,Black
1700,1684,7,-1,1,Black
1292,1765,2,0,-1,White
1312,1195,0,1,0,Black
1308,1627,1,1,0,Draw
2105,2094,-1,1,0,White
2104,2113,1,3,2,Black
2135,2118,-3,0,0,White
2102,2268,1,2,-1,White
2101,2136,1,0,0,Draw
2023,2070,0,3,-1,White
1958,1999,-3,-1,0,White
1881,1541,-2,1,-2,White
1427,1414,-3,0,-2,White
1426,1178,-3,1,-2,White
1840,1760,-1,-2,-1,White
1728,1844,-1,0,1,White
1797,1829,-1,0,3,Black
1848,1779,3,1,0,Black
1487,1509,-2,1,-2,White
1532,1515,0,-2,0,White
1508,1524,0,0,-2,White
1522,1513,-3,2,-2,White
1524,1507,0,1,1,Black
1468,1501,1,1,1,Black
1495,1500,3,-5,-2,White
1441,1495,0,2,1,Black
1821,1655,-3,2,1,White
1669,1393,1,0,1,Black
2118,1709,-1,0,-1,White
1714,1928,4,2,0,Black
1723,1827,0,0,2,Black
1850,1693,-1,-1,1,Draw
2075,1670,1,0,0,White
1916,1675,0,-2,-1,White
1500,1765,0,0,2,Black
2023,2021,0,0,0,White
2046,1999,3,0,-1,White
1969,1972,0,2,1,Black
2040,1956,3,1,2,Black
1823,1848,1,0,1,Black
2202,1985,5,-1,0,Black
1985,2202,4,1,1,Black
2202,1985,0,0,1,Black
2202,1985,-3,0,-1,White
2202,1985,-1,-1,1,Black
1985,2202,0,0,1,Black
1825,1909,1,2,-1,Black
1890,1898,3,1,-4,White
1942,1887,0,-2,2,Draw
1906,1916,5,-6,-1,Black
1927,1909,4,-3,0,Draw
1986,1897,0,-2,3,Black
1796,1857,-1,0,2,Black
1860,1826,4,-3,2,Black
1938,1583,3,0,1,White
1938,1419,4,1,1,Black
1938,1500,0,2,2,Black
1938,1500,0,1,2,Black
1456,1508,0,0,-1,White
1931,1450,2,0,1,Black
1858,1906,-1,-2,0,White
1833,1819,1,0,2,Black
1813,1815,-2,0,-1,White
1802,1806,-2,-2,0,White
1824,1795,2,4,0,Black
1719,1785,5,1,0,Black
1779,1769,-3,0,-1,White
1755,1773,2,0,1,Black
1787,1767,2,0,1,Black
1680,1676,-2,-1,2,Black
1266,1168,-4,-1,3,Black
1273,1131,-1,0,-1,Black
1107,1127,3,-4,-1,White
1090,1268,-1,-1,-1,White
2197,2193,1,-3,0,White
1877,2190,4,0,0,Black
2186,1879,-2,-1,-1,White
1881,2183,-2,0,1,Black
2179,1883,-1,-2,0,White
2199,1814,-1,0,0,Black
2197,1810,-3,0,-1,White
1871,2193,1,1,1,Black
2190,1842,0,-2,-1,White
1551,1476,0,1,1,Black
1582,1576,2,0,1,Black
1827,2192,1,-2,-1,White
1817,1745,2,0,-2,White
1411,1631,-2,-1,-1,White
1976,2009,1,0,1,Draw
1426,1845,-3,2,-1,White
1427,1418,1,0,0,White
1923,1845,-4,-1,-1,White
1845,1923,6,0,0,Black
1666,1845,-4,-2,0,White
1343,1209,-2,2,-1,Draw
2058,2013,3,-2,-1,White
2428,2449,1,1,1,Black
1403,1291,3,1,1,Black
1412,1399,0,0,-2,White
1857,1917,1,0,2,Black
1854,1920,-1,1,1,Black
1934,1857,-1,0,-1,White
2099,1781,1,1,-1,White
2109,1750,-1,0,-1,Black
1852,2116,1,-1,-1,White
1639,2120,3,1,1,Black
2511,1149,0,-1,-1,White
1190,1394,1,1,1,Black
1184,1164,-1,-3,-1,White
1200,1144,-4,0,0,Black
1212,1290,6,-3,1,Black
1287,1224,5,-4,1,White
1236,1312,-1,2,1,Black
1763,2015,3,1,1,Black
1319,2014,0,0,1,Black
1986,2020,0,0,-1,Black
1729,2012,0,1,1,Black
1585,1992,1,3,0,Black
1768,2000,3,1,2,Black
1719,2014,1,1,0,Black
2006,1727,-2,0,0,White
1983,1864,-3,-2,0,White
1644,1980,-1,-3,3,Black
1858,1967,-3,1,1,Black
1951,1892,-2,0,-1,White
1873,1926,0,1,-2,White
2061,1882,0,0,-2,White
1905,1695,-4,2,1,Black
2083,1885,0,-1,2,Black
1801,1906,1,0,-2,White
1694,2087,1,-2,-1,Black
2074,1868,-1,0,-1,White
2401,2316,0,0,0,Draw
2387,2267,0,0,0,White
2366,2378,-4,-1,0,White
2347,2301,0,-1,-1,White
2257,2329,0,0,3,Black
2360,2250,3,0,1,Black
2364,2301,-1,0,0,Draw
2207,2348,-1,0,0,Black
2384,2285,4,1,0,Black
2492,2408,-2,1,-1,White
1366,1573,0,1,1,Black
1396,1341,1,-1,1,Black
1571,1726,-2,0,-1,White
1935,1935,1,1,1,Black
1494,1935,-5,-2,0,White
1737,1702,2,2,1,Black
1742,1886,2,2,0,Black
1868,1600,-4,-2,0,White
1859,1858,0,1,2,Black
1827,1862,0,1,-2,White
1780,1835,1,-2,1,White
1787,1620,-2,-4,1,White
1570,1527,-2,1,3,Black
1487,1508,-3,2,1,Black
1517,1554,3,0,1,Black
971,1153,-1,0,-1,White
1500,1790,1,4,0,Black
1669,1690,2,-2,2,White
1659,1657,-1,-2,0,White
1647,1669,-3,-1,0,White
1680,1656,0,-3,-1,White
1603,1647,1,1,1,Black
1627,1664,-4,-2,-1,White
1528,1619,-2,1,2,Black
1607,1644,-1,0,-1,White
1621,1595,2,1,1,Black
1580,1283,0,2,-4,White
1276,1520,1,2,1,Black
1589,1280,-1,0,0,White
1261,1580,-1,1,1,Black
1506,1267,0,-3,1,White
1786,2106,2,0,-1,White
2023,1799,-1,-2,0,White
2002,1917,-1,0,-1,White
1984,1901,-7,4,-2,White
1906,1964,0,0,1,Black
2125,2089,2,2,1,Black
2067,2137,0,-1,-1,White
2127,2083,2,0,0,White
2058,2139,-5,0,0,White
1937,2090,0,0,0,White
2228,1983,-2,3,1,Black
2376,2213,2,2,1,Black
2204,2224,1,-1,-1,White
2220,2374,-3,1,1,Draw
2166,2210,2,0,0,Black
2310,2218,-1,1,-3,White
2222,2207,5,1,0,Black
2200,2071,-6,0,0,White
2188,2249,0,0,-2,White
2179,2147,-3,-1,-1,White
1708,1704,2,2,2,Black
1694,1734,-1,1,-3,White
1554,1594,1,0,-1,White
1451,1504,5,1,1,Black
1473,1452,5,-1,1,Black
2019,2431,3,1,2,Black
1379,1519,1,1,-2,White
1386,1437,2,1,2,Black
1385,1367,1,0,0,White
1364,1435,1,0,-2,White
1666,1698,2,-1,0,White
1596,1657,3,1,1,Black
1561,1648,3,0,1,Black
1629,1880,-6,-1,0,White
1611,1845,-2,-2,-1,White
1596,1706,0,0,-1,White
1333,1591,1,0,2,Black
1583,1238,1,1,0,White
1589,1571,1,1,2,Black
1925,1862,3,1,-3,White
1872,1919,0,0,-1,Draw
1859,1856,-3,1,-2,White
1846,1845,-3,-4,2,White
1777,1863,2,0,0,White
1848,1858,-2,-1,-1,White
1843,1799,-1,-1,-2,White
1842,1979,-1,0,1,Black
1555,1162,-1,1,2,Black
1397,1388,2,0,-1,White
1408,1400,-1,0,2,Black
1406,1380,-2,0,3,Black
1509,1403,1,-3,2,Black
2306,2389,0,0,0,Draw
2382,2115,-6,0,0,White
2119,2375,0,1,1,Black
2177,2366,1,0,1,Black
2359,2088,-2,0,-1,White
2204,2347,2,0,1,Black
2336,2169,-2,0,-2,White
2058,2329,3,2,0,Black
2321,2062,-5,0,0,White
2375,2295,1,1,1,Black
1702,1722,-3,1,-3,White
1810,1727,2,-1,-1,White
1964,1986,0,-1,1,Black
2006,1934,-1,-2,0,White
1635,1496,-4,0,-1,White
1574,1692,4,-1,2,Black
2053,2124,1,0,-1,White
2040,2119,-4,1,3,White
2102,2131,0,1,0,White
1522,1764,1,0,2,Black
1566,1521,3,2,0,Black
1775,1768,3,-1,-1,White
2168,2278,-6,1,-1,White
2149,2168,0,2,0,Draw
2200,2162,4,2,0,Black
2157,2065,-6,1,1,White
2131,2164,-3,-5,2,White
2166,2127,0,-1,-1,Draw
1815,2087,0,0,-1,White
1190,1495,0,0,1,Black
1427,1418,2,1,1,Black
1489,1470,-2,1,-1,White
1481,1255,-2,-1,-1,White
1600,1120,-3,0,-2,White
1416,1587,1,2,1,Black
1376,1582,4,2,1,Black
1488,1572,4,0,0,Black
1279,1572,0,2,1,Black
1596,1659,3,0,1,Black
1582,1607,-2,0,-1,White
1586,1557,1,-1,0,White
1622,1580,1,2,-2,White
1602,1593,1,-1,1,Black
1608,1608,0,0,-2,White
1654,1685,-1,1,-2,White
1697,1678,1,2,0,Black
1671,1679,0,-2,-1,White
1639,1685,-1,1,-1,White
1663,1692,1,0,-1,White
1690,1654,-2,2,2,Black
1618,1699,0,0,-2,White
1693,1659,1,-1,-1,White
1363,1339,0,0,2,Black
1377,1389,3,0,1,Black
1389,1424,-2,1,2,Black
1408,1300,0,0,0,Black
1412,1379,-2,-1,-1,White
1412,1395,1,0,1,Black
1409,1449,-2,-1,0,Black
1395,1379,0,-3,-1,White
1411,1435,1,-1,1,Black
1569,1545,-1,-1,-1,White
1708,1592,0,-1,1,Black
1957,1837,-2,1,2,Black
2404,1829,-2,0,-1,White
1638,1930,-1,0,-1,White
1879,1891,3,0,2,Black
2075,1842,-1,-4,0,White
1815,1859,-3,0,0,White
1900,1733,0,0,-1,White
1899,1896,-1,-2,0,White
1732,1935,0,1,2,Black
1730,1919,0,2,0,Black
1880,1923,4,3,-3,Draw
1895,1810,1,0,-1,White
1846,1861,1,-2,2,Black
1903,1860,2,1,1,Black
1824,1812,0,1,-1,White
2185,2316,-1,0,2,Black
2129,2180,3,1,0,Black
2170,2140,-5,1,-2,White
2164,2176,1,1,-1,White
2045,2172,1,-3,4,Black
2164,2285,-4,-1,-1,White
2107,2170,2,-1,-3,White
2177,2100,-1,1,1,Black
1593,2296,1,0,1,Draw
1786,1554,-1,1,1,Black
1893,1560,2,1,-1,White
1712,1551,1,0,0,White
1579,1576,-1,1,1,Black
1598,1734,2,-1,1,Black
1735,1619,0,1,-1,White
1547,1587,3,-4,1,Black
2110,2119,-2,2,1,White
2071,2061,2,-3,-1,White
2054,2192,1,1,0,Draw
1984,2007,1,-2,2,Black
1917,1902,2,-1,0,White
1903,1914,0,0,0,White
1885,1995,-2,-1,-1,White
1896,1967,0,0,1,Draw
1919,1880,-1,2,0,Black
1867,1897,3,2,0,Black
1236,1523,-1,-1,-1,White
1513,1347,1,-1,0,White
2291,2432,-2,1,1,Black
2123,2288,1,0,1,Black
2290,2243,-7,-2,2,Black
2286,2624,-1,0,1,Black
2103,2505,2,0,0,Black
2103,2191,6,1,-1,White
2327,2103,3,2,0,Black
2103,2033,2,2,0,Black
2103,1681,2,1,0,Black
2103,2168,-1,-2,0,White
2103,2168,-2,0,1,Draw
2531,2296,-3,-3,1,White
2301,2278,5,0,1,Black
2268,2331,2,0,0,White
1624,2308,-1,0,1,Black
2219,1624,-1,-2,0,White
1500,1624,-5,-1,0,White
1624,1500,3,1,0,Black
1624,1636,3,0,1,Black
1636,1624,-7,0,0,White
1617,1459,2,-3,-1,White
1117,1616,3,2,1,Black
1606,1550,1,1,-2,White
1764,1817,2,0,1,Black
1789,1774,-1,0,-2,White
1783,1755,2,-1,2,Black
1719,1679,-1,0,-1,White
1551,1629,2,2,1,Black
2146,1998,-4,3,-1,White
1929,1977,0,-1,1,Black
1895,1990,-7,-3,1,White
1937,1991,1,0,0,Black
1973,1980,2,-1,1,Black
1614,1711,2,0,-1,White
1794,1714,-4,4,-1,Draw
1700,1625,1,1,-1,White
1907,2027,-5,0,0,White
1939,1884,2,0,2,Black
1855,1881,-1,0,-1,White
1834,1839,1,2,1,Black
1707,1600,-1,2,-3,White
1566,1612,-1,-2,0,White
1985,1615,-1,0,-1,White
2108,2087,-2,0,0,White
2150,2073,1,-2,0,Black
1523,1490,-1,1,-2,White
1919,1858,2,-2,1,White
2089,1819,2,1,2,Black
1794,1791,0,0,-1,White
1949,1811,-1,1,-1,White
1904,1927,2,1,1,Black
1880,1699,0,-1,0,White
2104,2142,2,-1,-1,White
1973,2015,1,1,-1,White
1740,1708,0,-4,-2,White
1602,1715,0,-2,0,White
1725,1862,-2,1,0,White
1854,1732,-3,-1,-1,White
1619,1574,-4,2,-4,White
1583,1886,-1,1,1,Black
1531,1567,-2,-2,0,White
1392,1513,-4,2,2,Black
1517,1467,2,0,1,Draw
1511,1518,-4,2,-1,White
1494,1505,-2,1,-2,White
1868,1769,6,1,0,Black
1497,1765,8,2,0,Black
1807,1500,2,2,0,Black
1859,1792,-2,1,1,Black
1807,1566,-3,0,-1,White
1829,1892,-3,2,1,Black
1344,1230,2,1,2,Black
1391,1161,-4,-1,-3,White
1142,1066,-3,-3,0,White
1146,1190,-2,1,0,Black
1150,1223,-2,1,-1,White
1750,1755,2,-1,2,Black
1758,1849,2,1,0,Black
1770,1760,-3,1,0,Black
1488,1546,1,3,0,Black
2099,2067,3,1,1,Black
1810,1561,-1,0,-1,White
1575,1291,3,2,0,Black
1303,1350,-1,0,1,White
1408,1405,-2,0,-1,White
1465,1409,-2,2,1,Black
1907,1979,2,0,2,Black
1952,1714,-2,-2,0,White
1921,1685,-1,0,-1,White
1844,1803,-4,0,-1,White
1370,1828,3,0,1,Black
1705,1709,4,0,0,Black
1557,1500,2,0,1,Black
2318,1948,2,-1,-1,Black
1487,1529,-1,-1,0,White
2154,2027,-2,0,1,Black
2124,2165,-2,-2,0,White
2240,2155,2,-4,1,White
1739,2153,0,0,1,Black
2219,2162,-1,0,-1,White
1683,1699,-3,-1,0,White
1548,1547,0,3,-3,White
2125,2126,2,1,1,Black
2126,2109,0,-1,2,Draw
1500,1511,3,3,1,Black
1781,1803,-2,1,1,White
1592,1619,-3,-1,-2,White
1435,1214,-2,-3,-1,White
2016,2042,1,0,3,Black
2046,2026,4,-4,3,Black
1942,2033,-4,1,-3,White
2029,1953,-1,-4,1,White
2092,2022,3,2,-2,White
1679,1686,1,1,0,White
1143,1734,-1,2,1,Black
1624,1487,0,2,-3,White
2144,2147,3,2,-1,White
2138,2129,-4,1,-1,White
2115,2147,2,-2,-1,White
2135,2250,-3,1,-2,White
2121,2126,-3,0,0,Black
2118,2050,1,0,-1,White
2125,2201,0,1,1,Black
2086,2116,2,0,1,Black
2049,2108,1,2,0,Black
2100,2013,-1,-1,-1,White
1519,1787,0,1,-3,Black
1779,1315,-7,1,-2,White
1735,1622,-5,0,-1,White
1500,2049,1,-2,-2,White
1823,1727,-1,0,-1,White
1736,1815,2,1,1,Black
1800,1804,5,-4,3,Black
1795,1759,-1,-1,-1,White
1793,1755,0,1,1,Black
1765,1783,0,0,1,Black
1778,1772,-2,0,1,Black
1784,1739,0,0,1,Black
1774,1745,-2,-1,-1,White
1726,1757,3,0,2,Black
1772,1816,-3,-2,-1,White
2282,1787,-2,-2,-1,White
2314,2105,8,1,0,Black
2336,1713,0,-2,-2,White
1890,2332,1,2,1,Black
1915,2328,0,2,1,Black
2325,1825,-2,0,-1,White
1080,2325,2,0,1,Black
2122,2248,0,0,-1,White
2111,2204,2,-3,-1,White
1961,2122,7,2,-2,White
2122,1956,1,0,4,Black
2023,2116,0,1,2,Black
2109,2032,2,2,1,White
2075,2102,2,-1,1,Black
2074,2095,3,3,0,Black
2080,2088,2,0,1,Black
1434,1439,-2,0,-1,White
1769,1745,-1,0,0,Black
1996,1996,-2,0,0,White
2109,2071,-2,-1,-1,White
2063,2108,1,-3,-1,White
1578,1787,-3,2,0,Black
1777,1750,-5,-1,0,White
1653,1792,-2,0,-4,White
1803,1624,5,1,3,Black
1879,1795,6,0,0,Black
1804,1881,1,-1,1,Black
1797,1654,-4,-2,-1,White
1800,1839,2,-4,1,Black
1853,1980,0,1,1,Black
1981,1991,0,-2,-1,White
2002,1970,2,0,1,Black
2002,2011,0,0,0,Draw
1818,1996,7,-1,1,Black
1842,2012,-4,1,0,White
2004,1895,0,0,0,White
1996,1911,-2,0,-1,White
1983,2054,1,-2,-1,White
1856,1976,1,1,1,Black
1951,2005,2,1,1,Black
1676,1360,4,-1,-2,White
1519,1662,0,-1,2,Black
1460,1534,0,1,-1,White
1507,2026,4,0,1,Black
1508,2018,0,0,0,Black
1720,1694,1,1,-2,White
1500,1564,2,0,-3,White
2217,2072,-3,-2,0,White
2214,2158,0,-2,2,Black
2174,2220,-3,1,-1,White
2259,2221,-4,1,-1,White
2100,2163,-4,1,-2,White
2065,2090,-2,2,1,Black
2085,2039,4,-1,0,White
2116,2067,-5,2,2,Black
1690,1671,-1,-4,-1,White
1805,1818,0,1,1,Black
1812,1760,-2,0,-1,White
1759,1735,3,1,2,Black
1691,1626,-3,-1,-1,White
1481,1782,0,-1,0,White
1761,1485,-2,0,-1,White
1735,1496,-1,2,-3,White
1510,1698,4,1,1,Black
1455,1657,-2,1,2,Black
1700,1789,-2,2,0,Black
1700,1100,-1,1,-1,White
1426,1530,3,2,1,Black
1963,1988,0,1,1,Black
2036,1967,2,0,1,Black
1505,1496,-1,-1,-1,White
2020,1969,-1,-1,2,Black
1195,1172,-2,0,1,Black
1164,1191,3,0,-2,White
1124,1175,-1,-3,2,Black
1188,1306,1,0,2,Black
1169,1174,-6,-1,-1,White
1194,1188,1,-1,-2,White
1166,1185,-1,-2,0,White
1141,1145,4,1,1,Black
1389,1154,-4,2,1,White
1234,1174,3,-1,-1,White
2250,1939,-2,1,-1,White
1963,2273,1,0,1,White
2250,2572,-4,0,-1,White
2057,2243,0,1,0,Black
2233,2138,-3,-1,-1,White
1788,2231,3,1,1,Black
2206,2219,4,0,1,Black
1872,2215,5,2,0,Black
2215,1492,-4,0,-2,White
2202,2191,-2,0,-1,White
2131,1949,-1,2,0,Draw
2112,2120,5,-1,1,Black
2110,2052,-4,-2,-1,White
1971,2103,0,-1,2,Black
2096,1978,-4,1,-1,White
2115,1927,-4,3,1,Black
1989,2088,-1,0,1,Black
2079,1997,-3,-1,0,White
2066,2069,2,1,1,Black
2056,2081,-2,0,-1,White
2521,2519,-4,1,-2,White
2533,2364,5,4,0,Black
2504,2341,1,-3,0,White
1799,1671,2,-4,0,White
1708,1852,3,-1,1,Black
1316,1460,-5,1,4,Black
1715,2271,-3,0,-1,White
2504,2686,1,0,2,Black
2513,2543,-5,1,1,Black
2501,2506,2,-2,-1,White
2480,2502,-2,0,-1,Draw
2661,2497,1,0,0,Draw
2479,2677,1,0,-1,White
2670,2485,4,0,3,White
2495,2518,-2,1,2,Black
2482,2500,1,-2,-1,White
2178,2478,5,2,-1,Black
1996,1913,2,-2,-1,White
1163,1380,-1,0,-1,White
1292,1351,-4,0,-1,White
1601,1605,-2,0,-1,White
1215,1239,-7,-4,1,White
2164,1979,3,1,0,White
1706,1831,1,2,0,Black
1814,1830,1,-2,-2,White
1824,1905,-2,5,-2,Black
1823,1836,-1,0,0,Draw
1845,1821,-3,0,-3,White
2004,2045,0,-3,-1,White
1781,1734,3,2,0,Black
2120,1724,-2,-1,-1,Draw
1703,1684,6,0,1,Black
1708,1851,-2,0,-1,White
1599,2051,1,0,0,White
1418,1589,2,-2,0,Draw
1470,1195,-2,-1,-1,White
1254,1068,-2,0,-2,White
1863,1921,1,-2,0,White
1824,1928,-3,1,-2,White
1950,1915,0,2,0,Black
2081,2041,2,0,-2,White
2067,2075,2,2,1,Black
2071,1994,4,-3,-1,White
2084,2019,0,0,1,Black
2517,2085,-3,-2,0,White
1514,1506,-1,-4,1,Black
1954,1898,-3,-1,-1,White
1977,1977,-3,1,1,Draw
1987,1991,2,-2,2,Black
2006,1975,2,0,1,Black
1964,1970,-1,0,-2,White
1955,1882,-3,-3,-1,White
1876,1733,0,0,0,White
1890,1864,6,-3,1,Black
1859,1660,-2,0,-2,White
1454,1367,-2,0,-1,White
1352,1352,0,1,-2,White
1347,1327,-1,1,-1,White
1357,1369,1,1,2,Black
1279,1363,1,-2,1,Black
1354,1289,2,-2,0,White
1319,1343,0,1,1,Black
1497,1485,1,0,1,Black
1523,1394,1,-2,0,Black
1481,1495,-3,1,-1,White
1705,1500,2,0,0,Black
1631,1884,1,0,1,Black
1621,1505,3,-1,-2,White
2134,2011,0,-3,0,White
1500,1743,-3,0,0,White
1591,1759,3,-1,-2,White
1761,1774,1,0,2,Black
2237,2221,1,0,-1,White
2226,1944,-2,-1,0,White
2223,2144,-1,-1,-2,White
2040,2189,2,2,1,Black
2277,2158,2,1,1,Black
1886,1934,2,0,1,Black
1903,1937,1,-1,0,Black
1594,1594,3,1,0,Black
2144,2002,4,0,0,Black
1958,1940,-2,0,-2,White
2010,1881,3,1,0,Black
1841,1707,-3,0,-1,White
1717,2014,0,0,-1,White
1822,1588,0,0,2,Black
1521,1410,-3,-2,0,White
1799,1757,1,-2,-2,White
1786,1758,2,-1,1,Black
1462,1066,-3,0,1,Black
1427,1129,-4,3,-2,White
1480,1478,4,0,-2,White
1711,1751,0,1,0,Black
1503,1500,-2,2,1,Black
2300,1603,-2,0,0,White
1861,1698,0,1,-1,Black
1668,1948,5,-1,-2,White
1718,1646,2,-1,1,Black
2039,1378,-1,-2,-1,White
1801,1808,0,1,1,Black
1760,1762,2,1,1,Black
2258,1922,-3,-1,0,White
1926,2237,6,0,1,Black
1647,1946,1,0,0,White
1873,1936,4,2,1,Black
1957,1587,0,2,-1,Black
1966,1982,2,1,1,Black
2130,2138,2,1,1,Black
1631,1593,-2,2,-1,Black
1104,1102,-3,1,-1,White
1035,1105,-1,0,-1,White
1893,1659,3,1,0,Black
1886,1723,-6,0,0,White
1729,1879,0,0,1,Black
1904,2010,4,3,1,Black
1525,1884,1,-1,1,Black
1878,1300,-1,-2,-1,White
1407,1864,2,0,1,Black
1825,1719,-7,0,0,White
1769,1719,-3,0,-1,White
1957,1819,1,2,-1,White
1702,1776,-2,-2,0,White
1634,1449,-5,2,1,White
1407,1500,4,1,2,Black
1462,1313,-1,-1,0,White
1570,1469,-4,1,-2,White
2225,2189,0,4,0,Black
2404,2238,-3,-3,0,White
1585,1572,-2,-1,-1,White
1642,1554,-3,-1,1,Black
2100,2050,-3,-1,1,White
1818,1828,3,1,1,Black
1729,1813,0,0,-1,Black
1130,1123,1,-2,0,White
1704,2084,1,1,0,Black
2072,1825,-4,0,1,White
1880,1984,3,-2,3,Black
1419,1981,2,1,1,Black
1538,1527,0,2,0,Black
1548,1547,3,1,0,Black
1517,1559,-3,-2,0,White
1490,1487,-1,-3,2,Black
1500,1688,-7,-2,1,White
2103,2062,1,3,1,Black
2111,2108,-1,0,0,White
2115,2051,2,0,0,Black
2012,2111,-1,0,1,Black
2112,2102,2,3,-1,Black
1966,1982,-1,2,-2,White
1863,1859,-2,1,-3,White
1759,1979,-1,-1,0,White
1737,1785,-1,0,1,Black
1729,1820,-1,-1,-1,White
1815,1727,2,-1,1,Black
1688,1721,1,0,2,Black
1715,1750,-3,1,-1,White
1624,1450,-1,0,0,White
1487,1603,2,0,0,Black
1486,1585,0,0,2,Black
1526,1512,0,1,-2,White
1509,1434,0,0,-1,White
1390,1464,1,0,1,Black
1674,1750,-2,-1,3,Black
1258,1561,-3,-2,0,White
1936,1924,-3,0,-1,White
1910,1816,-1,-1,-1,White
1986,1989,-5,0,-1,White
2073,1968,-2,1,2,Black
1202,1173,-1,-1,-2,White
2047,1961,-5,4,-4,White
2189,1975,-4,-2,-1,White
1995,1972,-1,3,-5,White
2168,2016,-2,0,-2,White
1948,2168,2,-2,-1,White
1898,2115,-1,1,-2,White
2019,1839,2,0,2,Black
1614,1601,1,2,-3,White
1375,1375,0,-1,3,Black
1860,1508,-1,0,-1,White
1625,1669,-1,2,2,Black
1733,1882,2,3,-2,Black
1083,1091,0,-2,3,Black
1429,1546,-2,4,-2,White
1538,1437,-1,-2,-1,White
1652,1582,-2,-1,0,Black
2020,1654,2,-2,-1,White
1642,1686,-1,1,-1,White
1648,1807,0,1,1,Black
1620,1467,1,-1,-1,White
1767,1664,-1,0,-1,White
1661,1684,-2,0,-1,White
1337,1678,0,0,-1,White
1847,1811,-2,-1,0,White
1749,1897,0,0,-1,White
2128,2072,-2,-1,-1,White
1904,2123,2,0,1,Black
2097,2357,-1,0,2,Black
1637,1618,-1,-1,2,Black
1628,1652,-2,2,-1,White
1668,1700,1,-1,-1,White
2226,2136,2,-3,-2,White
1560,1750,2,2,2,Black
1542,1555,-3,0,-1,White
1057,1536,1,0,0,White
1070,1265,-1,-1,0,White
1942,1881,-1,2,-1,White
1104,1143,1,-2,-1,White
1882,1737,7,-1,1,Black
1442,1444,0,0,-1,White
1441,1412,0,0,1,Black
1447,1626,2,3,0,Black
1429,1549,2,2,2,Black
1714,1527,1,-3,1,White
1533,1699,3,0,1,Black
1522,1529,0,-1,0,White
1619,1508,5,1,0,Black
1543,1495,2,1,1,Black
1482,1557,-4,-1,0,White
1564,1474,1,0,1,White
1459,1580,0,-1,-1,White
1597,1442,2,0,1,Black
1514,1428,4,1,1,Black
2116,2037,-1,-1,0,White
