White Rating,Black Rating,accdiff,misdiff,blundiff,Winner
1500,1528,2,0,1,Black
1539,1527,-5,0,1,Draw
1285,1520,3,1,1,Black
2007,1489,5,1,1,Black
1977,1469,1,2,1,Black
1445,1652,-1,0,-1,White
1684,1395,0,0,2,Black
1578,1528,-2,-2,2,Black
1584,1626,0,-1,1,Black
1433,1418,0,5,-1,Draw
1325,1661,0,-2,1,Black
1314,1670,4,-1,1,Black
1285,1500,-3,0,-1,White
2217,2142,0,-4,-1,White
2259,2209,-1,0,-1,Black
2201,2250,-2,0,-1,White
2218,2194,-2,3,2,Black
2103,2180,2,0,0,Black
1777,1767,5,-1,1,Black
1543,1710,-3,0,1,Black
1698,1758,-5,1,2,Black
1751,1370,1,-1,-1,White
1240,1383,4,-1,1,Black
1958,1887,2,1,1,Black
1942,1894,1,-3,-1,White
1896,2184,-3,-2,0,White
1864,1890,-1,3,1,Black
1896,1908,1,0,1,Black
1909,1922,-1,0,1,Black
1105,1134,3,0,1,Black
1998,2138,-4,1,1,Black
2098,2002,3,-1,0,White
1959,1455,-6,-2,0,White
1574,1463,-1,0,-2,White
1504,1450,1,1,1,Black
2521,2469,0,1,1,Black
2474,2532,3,2,1,Black
2092,2484,-1,0,1,Black
2484,1903,-1,-1,0,White
2009,2483,0,2,0,Black
2109,2482,2,1,1,Black
2492,2035,-2,-1,-1,Black
1705,1610,-3,0,1,White
1715,1647,0,-1,3,Black
2082,2063,1,2,1,Black
2048,2193,1,2,0,Black
2064,2221,1,3,0,Black
1726,1500,3,0,2,Black
1322,1452,3,1,-2,White
1049,1226,1,0,1,Black
1239,1205,-1,0,-1,White
1110,1191,0,0,1,Black
1607,1706,0,1,-4,White
1338,1283,-2,-2,0,White
1293,1328,4,0,1,Black
1730,1659,-1,-1,-2,White
1593,1826,0,-1,-1,White
1952,1553,-3,-1,2,Black
1363,1346,0,0,1,White
2078,1642,2,0,-2,White
1878,2071,4,0,0,Black
2090,1992,1,-1,-1,Black
2071,2032,-2,1,-2,White
1936,2079,0,-2,-2,White
2074,1751,-3,-2,-1,White
2101,1883,0,-2,1,Black
1617,1608,-1,0,-2,White
1713,1633,-1,-3,0,White
1794,1727,-4,0,-1,White
1795,1700,0,-1,-1,White
1858,1779,0,-1,3,Black
1644,1485,-2,-1,1,White
1905,1917,0,1,0,Black
1907,1812,-1,0,1,Draw
1873,1901,-5,0,1,Black
1901,1905,0,1,1,Black
1911,1874,1,-1,3,Black
1869,1764,10,0,0,Black
1146,1103,2,0,0,Black
1827,1878,-3,0,-1,Black
1426,1415,1,1,0,Black
1948,1645,-7,-3,1,White
1549,1637,2,1,0,Black
1588,1676,4,1,0,Draw
1671,1592,-3,-1,1,White
1596,1667,2,2,0,Black
1674,1601,-3,0,-2,White
1452,1448,3,-2,0,Black
1457,1464,-3,1,0,Black
1466,1512,2,0,-1,White
1604,1595,0,-2,-1,White
1871,1808,-1,-1,-1,White
1944,2072,4,-2,2,Black
1660,1639,-1,0,1,Black
1622,1621,8,2,-1,Black
1699,1641,1,3,1,Black
2130,2104,1,-1,-1,White
2112,2124,2,0,1,Black
2263,2116,-2,1,0,White
2121,2258,1,1,1,Black
2232,2129,2,1,-2,White
2100,2123,0,-1,0,Black
2356,2370,1,0,0,Draw
2340,2336,-1,-2,-1,White
2257,2325,0,3,1,Black
2320,2163,-5,0,0,White
2311,2310,-1,-1,0,White
2307,2266,0,-2,-1,Draw
2301,2188,-2,0,-1,White
2308,2370,6,-1,0,Black
1778,1625,-5,0,-1,White
1650,1806,-3,-3,0,White
1805,1788,1,-1,0,White
1841,1681,2,0,3,Black
1827,1857,-3,1,-1,White
1862,1736,-2,1,1,Black
1644,1868,0,-3,0,Draw
1547,1521,4,3,1,Black
1580,1466,-4,0,1,Black
1588,1501,1,-1,-2,White
1462,1336,-3,3,2,Black
1453,1460,3,2,0,White
1762,1831,-3,-2,0,White
1737,1835,2,-1,0,White
2042,1908,-4,-2,-1,White
2134,2026,1,-1,2,Black
1978,2015,3,1,2,Black
1737,2011,-5,3,-4,Black
2003,1867,0,1,-2,White
1991,1918,1,0,-3,White
1543,1533,-1,0,-2,White
1669,1531,-3,0,4,Black
1517,1638,0,-1,-2,White
1638,1517,-1,1,0,Black
1725,1522,1,1,-1,White
1226,1276,0,1,0,Black
1285,1247,-2,0,-1,White
2013,1701,-2,2,0,White
2210,1703,1,0,-2,White
1604,1689,2,-2,2,Black
1667,1696,-4,0,-1,White
1639,1778,0,0,-2,White
1723,1653,-1,0,-2,White
1739,1684,0,-1,0,White
1691,1978,1,2,1,Black
1633,1671,2,0,1,Black
2125,2136,1,0,1,White
2143,2070,-1,0,1,Black
2137,2140,-3,-2,1,White
2070,2144,0,-3,-1,White
2137,2168,-3,-1,-1,White
2180,2142,3,-2,1,White
2158,2136,2,1,-2,Black
2235,2128,0,1,1,Black
2122,2078,-2,-1,0,White
2048,2117,4,2,1,Black
1610,1812,1,-1,1,Black
1593,1587,-1,1,2,Black
1682,1638,-1,-1,-1,White
2060,1895,0,0,2,Black
1890,1525,-2,1,-1,White
1898,1992,1,-2,-1,White
1513,1889,0,0,3,Black
1571,1534,-4,-1,0,White
1247,1112,-8,-3,2,White
1076,1349,3,2,-1,Black
1137,1268,4,-1,-3,White
1179,1274,4,-4,-2,White
1948,1692,6,-1,2,Black
1709,1702,-1,0,-1,White
1707,1622,-1,0,1,White
1607,1563,-4,0,-1,White
1504,1482,-6,1,3,Black
1581,1764,3,0,-3,White
1789,1715,2,-1,2,Black
1443,1540,-3,1,2,Black
1828,1809,2,-1,-2,White
1772,1770,2,3,-5,White
1642,1730,5,3,-1,Black
1628,1604,1,1,1,Black
1675,1628,-1,4,0,White
1599,1599,2,0,1,Black
1586,1635,0,-1,-1,White
1580,1603,4,0,1,Black
1576,1474,-3,-1,-1,White
2093,2107,1,-1,-1,White
1453,1614,1,0,1,Black
1941,1727,-3,-2,0,White
1099,1090,2,-1,1,Black
1631,1606,-3,-1,-1,White
1500,1399,1,-1,-1,White
1688,1774,0,1,-1,White
1787,1675,-8,0,3,Black
1731,1778,4,0,1,Black
1788,1801,0,-1,2,Black
1722,1790,1,-1,3,Draw
1774,1975,-3,1,-1,White
1765,1748,-2,-3,-1,White
1754,1750,3,-5,0,White
1749,1754,-1,1,-2,Draw
1744,1739,-9,0,-2,White
1604,1668,0,-2,2,Black
1592,1602,0,0,-1,White
1991,2056,1,1,1,Black
1994,2037,1,1,2,Black
2139,2007,0,-2,0,White
2019,2132,2,2,1,Black
2003,1974,-1,0,-2,White
2412,2236,-1,-3,0,White
2236,2234,8,-3,0,Draw
2219,2108,-1,-1,-1,White
2211,2219,-2,1,0,Draw
2194,2177,0,-1,-1,White
2223,2193,3,1,-2,Black
2211,2224,-1,1,0,Draw
2198,2124,-3,-2,0,White
2169,2123,-4,-2,1,White
2177,2169,0,0,-1,Draw
1644,2158,2,2,0,Black
1644,1938,0,3,0,White
1997,1644,-1,1,-2,White
1414,1513,-3,0,-1,White
1631,1591,0,0,-1,White
1466,1476,1,-1,0,White
1675,1322,0,-2,-1,White
1600,1616,-1,-2,-1,White
2396,2334,-5,2,-2,White
2383,2412,3,1,-1,Draw
2466,2376,2,1,0,Black
2414,2378,-3,0,0,Black
2383,2440,0,1,1,Black
2388,2420,-5,-1,1,Black
1541,1362,0,-2,3,Black
1383,1557,0,-1,-1,White
1518,1569,0,-3,0,White
1612,1602,2,-3,-2,White
1592,1566,0,-3,-3,White
1325,1490,-3,4,1,Black
1328,1326,-1,1,1,Black
1558,1610,0,0,1,Black
1690,1776,1,0,1,Black
1726,1792,1,-2,1,White
1835,1805,0,3,-1,White
1790,1797,-1,2,1,White
1827,1804,2,0,0,White
1792,1698,0,0,-1,White
1776,1765,0,0,0,White
1803,1757,-3,6,0,Black
1726,1776,-1,0,-1,White
1747,1797,-1,0,-1,White
1546,1424,-3,0,-2,White
1441,1388,-1,-1,2,Black
1372,1553,0,0,-1,White
1352,1285,-2,-4,1,White
1874,2067,1,-2,-1,White
2051,2158,-1,-1,0,White
1500,1424,-1,-1,-1,White
1566,1196,-8,4,-3,White
1185,1152,-4,0,-1,White
1644,1187,0,0,-1,White
1703,1795,6,1,0,Black
2117,1735,3,-1,-1,White
1918,2121,-1,2,1,Black
2113,1820,0,1,-1,White
2048,2150,1,0,-1,White
1792,2146,2,-1,1,Black
2072,1978,-4,2,-2,White
2078,2116,-4,1,1,Black
1668,1697,-2,0,-1,White
1689,1792,-2,-1,2,White
1875,1932,-5,-1,-1,Black
1724,1679,-1,0,-2,White
1750,1688,0,0,-1,White
1335,1516,1,0,1,Black
1529,1349,0,0,-3,White
1356,1279,-2,0,2,Black
2450,1764,-1,0,-1,White
2533,2447,0,1,-2,Draw
2443,2074,1,-1,-2,White
1626,2443,1,2,0,Black
2357,2432,-3,-2,4,Black
2262,2444,-4,0,-1,White
2438,2256,-5,0,-1,White
2311,2442,-2,1,0,Draw
2120,2449,0,-3,2,Draw
2464,2304,1,1,1,Black
1743,1735,2,0,1,Black
1716,1722,2,-1,-1,White
1754,1682,0,1,2,Black
1718,1726,-4,4,-1,White
1757,1740,3,-2,-1,White
1532,1490,-4,1,-1,White
2292,2384,0,1,1,Black
1939,2312,-1,0,0,White
1531,1557,-1,2,-1,White
1528,1500,-3,1,1,Black
2076,1952,3,2,1,Black
1890,1830,-7,0,0,White
1849,1762,0,0,-2,White
1871,1991,1,0,0,Black
1933,1880,2,-1,-2,White
1465,1504,0,-1,-1,White
1501,1458,2,-2,3,Black
1463,1486,0,-1,2,Black
1458,1424,2,0,-2,White
1403,1452,1,0,0,Black
1444,1504,0,1,-1,White
1477,1437,3,1,1,Black
1431,1387,1,-3,-2,White
1434,1424,0,0,1,Black
1477,1400,-2,-2,0,White
1412,1511,2,0,2,Black
1234,1243,1,-2,2,White
1151,1228,0,2,-1,Black
1394,1202,2,0,2,Black
1185,1147,-1,1,-2,White
2148,2122,0,0,2,Black
2162,2161,1,0,1,Black
2144,1938,-2,0,-1,White
1385,1618,2,1,-2,White
1611,2055,2,0,-2,White
1223,1215,-1,-1,4,Black
1921,1890,3,0,2,Black
1857,1863,-4,3,-1,White
1783,1848,1,0,-1,Black
1853,1864,0,-2,0,White
1732,1807,-1,0,1,Black
1774,2086,-2,-2,-2,White
1941,1802,-2,-1,0,White
1975,1798,-1,2,1,Black
1804,1737,2,0,1,Black
1743,1791,2,1,0,Draw
1709,1737,1,1,1,Black
1732,1689,-1,0,-3,White
1791,1737,-3,1,-1,White
1371,1336,1,0,-2,White
1799,1784,2,-1,-1,White
2149,2291,-2,-1,0,White
2048,2357,2,1,1,Black
1722,1500,5,0,1,Black
1991,1877,3,1,2,Black
1879,1953,0,0,1,Black
1792,1881,1,-2,1,Draw
1983,2011,0,0,-1,White
2024,2009,-1,1,0,Black
1951,1975,-2,1,-2,White
2052,1971,-2,0,1,White
1987,1900,2,4,1,Black
1261,1194,-1,2,-2,White
1213,1273,0,-1,-1,White
1286,1186,1,1,1,Black
1336,1332,1,2,-1,White
1362,1320,1,1,1,Black
1334,1330,-1,0,-3,White
1338,1362,0,-2,-1,White
1384,1477,2,1,1,Black
1298,1356,-2,0,1,Black
1282,1323,1,1,0,Black
1250,1286,1,-1,-1,Black
2070,2229,2,2,0,White
2060,2101,-4,0,0,White
2058,2051,2,2,0,Black
2049,2077,-3,2,1,Black
2039,2070,-3,0,1,White
2031,2004,-2,-1,-1,White
1996,2038,0,-1,-2,White
2038,1319,1,0,-1,White
2038,2147,4,0,1,Black
1458,1645,-1,1,-2,White
1957,1619,-3,-1,0,White
1619,1983,1,0,1,Black
1949,1625,-2,-2,-1,White
1834,1860,3,-4,0,White
1674,1687,-3,1,-1,White
1433,1684,1,-1,1,Black
1714,1690,-1,-2,-1,White
1681,1840,-8,3,0,White
1677,1944,3,-1,0,Draw
1679,1592,-2,2,0,White
1406,1358,1,0,1,Black
2144,2261,0,0,0,Draw
1840,1825,1,1,-2,White
1804,1841,2,0,-1,White
1831,1701,2,-1,0,White
1814,1870,-1,0,-2,White
1684,1820,2,-1,-1,Draw
1818,1298,1,-1,-1,White
1819,1796,-4,3,0,Draw
1817,1364,-3,-3,0,White
1500,1591,0,0,0,Draw
1637,1579,4,0,1,Black
1555,1568,3,1,1,Black
1562,1409,-1,0,0,White
1416,1555,1,1,1,Black
1484,1546,5,0,0,Black
1464,1538,2,1,1,Black
1539,1527,2,1,0,Black
1532,1515,2,2,2,Black
1575,1662,0,1,2,Black
1662,1886,0,-1,-1,White
1630,1973,2,0,-2,White
1952,1598,2,-1,1,Black
1215,2001,7,-1,2,Black
1187,1274,3,0,2,Black
1655,1428,4,-1,1,White
1661,1700,7,-1,-1,Black
1793,2201,1,0,1,White
2153,2168,-3,-1,0,White
2180,2134,8,1,0,Black
2167,2203,2,2,1,Black
2116,2124,4,0,1,Black
2130,2103,2,0,1,Black
2001,1790,-3,0,-1,White
2138,2220,-1,2,0,Black
2153,2148,-3,-2,-1,White
2166,2128,1,2,0,Black
1468,1894,0,5,0,Black
1514,1704,0,1,1,Black
1701,1524,-1,-1,0,White
2141,2310,0,-1,-1,White
2240,2139,1,-1,1,Black
2108,2126,-1,-1,2,Black
1537,1305,0,0,-1,White
1815,1799,2,0,0,Black
1630,1816,-1,-1,-1,White
1532,1546,-3,-1,-1,White
1504,1419,-2,0,-1,White
1429,1487,4,-1,1,Black
1466,1443,0,0,-1,White
1209,1482,3,-1,2,Black
1508,1301,-1,1,-2,White
1668,1456,-1,-1,-1,White
1695,1720,-4,-1,0,White
1995,2016,0,1,-1,White
1741,1900,-2,2,-3,White
1754,1737,4,0,1,Black
1813,1842,1,1,-2,White
1808,1810,0,1,-3,White
1700,1688,2,-3,-1,White
1696,1742,1,-1,-1,White
1699,1692,-1,-2,0,Black
1634,1584,-4,0,2,Black
1792,1615,1,-2,0,White
1601,1656,2,0,-1,White
1451,1593,-4,0,3,Black
1559,1582,-2,-1,1,Black
1452,1587,-3,1,-1,Draw
1299,1573,-3,-2,1,Black
1372,1566,-3,4,1,Black
1232,1305,0,0,-2,White
1257,1178,2,0,0,White
1597,1449,0,0,0,White
1586,1561,3,-1,-2,White
1580,1624,-1,0,2,Black
1676,1634,-4,0,-1,White
1616,1647,1,0,-1,White
1281,1644,1,-2,2,Black
1603,1619,0,0,0,Black
1662,1586,2,4,0,Black
1173,1028,-2,5,0,White
1056,1188,-2,-2,0,Black
1001,1069,-2,-1,0,White
1102,1216,1,2,-1,Black
1564,1517,-2,1,-1,Black
2019,1907,6,0,0,Black
1904,1587,-2,-1,-1,White
1895,1847,-1,0,-2,White
1792,1888,6,1,0,Black
1862,1878,4,1,0,Black
1871,1753,-3,-3,0,White
1867,1860,5,2,0,Black
1614,1634,-1,0,1,White
1689,1742,-4,0,0,Black
1829,1696,-1,-2,-2,White
1687,1779,-3,1,2,Black
1977,1921,-1,1,-3,White
1507,1664,-2,1,-1,White
1548,1578,4,-1,1,Black
1520,1524,1,-3,3,Black
1525,1472,-1,2,-1,Black
1549,1536,-2,-1,1,White
1666,1293,1,1,0,Draw
1759,1718,0,0,-1,White
1712,1725,-2,0,-1,White
1715,1758,0,2,0,Black
1721,1783,1,0,2,Black
1668,1714,0,-1,3,Black
2031,1950,1,0,0,Black
2007,2050,-2,-2,0,White
1701,1152,-4,1,3,Black
2199,2167,-4,-3,2,Draw
2156,2102,-1,0,-1,White
2147,2106,-2,0,1,Black
2378,2164,-1,-1,0,White
1902,2158,3,-1,0,Black
1690,2166,-2,-4,1,White
1472,1429,2,0,-1,Black
1521,1494,-2,0,-1,White
1493,1636,-1,-2,1,Black
1630,1500,0,-1,-1,White
1510,1539,2,2,1,Black
1557,1533,-2,-1,-1,White
1939,1885,-1,2,1,Black
1948,1679,-1,3,0,Black
1947,1843,0,1,-3,White
1555,1570,1,-1,-1,White
2549,2212,-5,-1,-2,White
2159,2185,4,1,-1,Black
2283,2162,0,0,0,Draw
2170,2272,2,2,0,Black
2259,2178,-1,-1,-1,White
1743,1842,3,-1,2,Black
1729,1611,0,-2,-1,White
1714,1862,2,3,0,Black
1752,1244,0,1,-1,White
1252,1308,1,0,-3,White
1359,1407,-1,-1,-2,White
1734,1388,0,1,1,Black
1245,1359,2,0,1,Black
1260,1227,-1,1,-2,White
1305,1232,-4,-1,1,White
1523,1585,-4,0,-2,White
1597,1637,1,1,-1,Black
1317,1473,0,-1,0,White
1484,1525,-1,0,-1,White
1534,1595,-2,1,2,Black
1425,1415,-3,1,1,Draw
1584,1588,0,5,0,Black
1659,1337,1,2,0,Black
1840,1485,2,-4,-2,Draw
1814,1835,0,0,1,Black
1828,1829,-1,0,-1,White
1777,1829,1,0,0,Draw
1829,1836,4,0,-1,Draw
1718,1700,1,-3,3,Black
1612,1713,1,-1,2,Black
1790,1718,-2,0,-2,White
1712,1682,-2,1,-1,White
1705,1785,-1,0,-1,White
1699,1664,1,0,-2,White
1676,1694,1,2,0,Black
1690,1552,-4,-1,-1,White
1654,1696,2,0,-3,White
1476,1694,-1,0,1,Black
1696,1813,-4,3,-1,White
1810,1888,-1,0,1,Black
1782,1810,0,-2,-2,White
1687,2008,0,-1,1,Black
1808,2003,2,-1,1,Black
2008,2149,0,2,-1,Black
2007,1511,-3,1,-3,White
2005,1694,-1,-2,-1,White
1085,2005,-1,1,2,Black
1981,1999,0,0,2,Black
2233,2002,-2,0,-2,White
2146,2006,-2,-1,-1,White
2023,2137,2,-1,2,Black
1533,2136,-1,4,0,Black
1997,2128,2,2,1,Black
2128,1467,2,-1,0,White
2118,2033,-3,0,-1,White
1728,2116,2,-1,2,Black
1965,2133,2,0,-2,White
2129,1814,3,-2,-2,White
1550,1409,2,2,0,Black
1353,1437,-3,1,-2,White
1357,1294,1,3,0,Black
1378,1210,2,-1,4,Black
1117,1270,-2,-4,0,White
1617,1589,1,-2,-1,White
1880,1640,-2,0,0,White
1627,1647,3,-2,-1,Black
2450,2389,-5,2,0,Black
2412,2448,2,-2,0,Draw
2457,2401,2,0,1,Black
1706,1420,0,-1,-2,White
1425,1712,1,-2,1,Black
1738,1430,-1,-2,-1,White
1699,1622,2,0,2,Black
1773,1750,2,-1,-1,White
1763,1679,-5,0,1,Black
1678,1933,3,-1,0,White
1909,1915,0,0,-2,White
1728,1703,-1,0,-1,White
1204,1367,-1,1,-3,Draw
1472,1454,-2,0,-2,White
1520,1540,6,0,-3,White
1500,1541,2,-2,-1,White
1494,1521,3,1,1,Black
850,973,4,1,0,Black
954,780,-2,0,-1,White
829,974,2,0,1,Black
1767,1730,2,0,1,Black
1990,1988,0,1,1,Black
1886,1890,1,-3,0,White
1865,1935,-3,-2,1,White
1770,1821,-1,2,1,Black
2120,2226,-2,2,2,Black
2281,2227,-2,-2,0,White
2215,2221,-2,1,-3,White
2129,2209,2,-1,1,Black
2021,2038,-3,2,1,Black
1230,1148,4,0,1,Black
1077,1375,3,-5,0,White
1837,1909,1,0,-1,White
1734,1539,2,0,0,Black
1893,1881,-1,2,-1,White
1871,1903,1,1,-1,White
1788,1664,-3,1,-1,White
1802,1757,1,-2,2,Black
1234,1424,4,1,1,Black
1462,1240,-4,0,-1,White
1543,1607,1,1,1,Black
1556,1563,-2,1,-1,White
1590,1640,3,2,-1,Black
2095,2062,-1,0,-1,White
2090,2058,1,-2,3,Black
1781,1930,3,-1,0,Black
1914,1788,-2,-2,0,White
1940,1808,1,2,1,Black
1850,1905,2,0,1,Black
1234,1216,-2,1,1,Black
1249,1332,1,4,-2,White
1786,1403,-3,1,-4,White
1556,1561,0,1,1,Black
1739,1823,1,0,1,Black
1742,1606,-4,0,0,White
1511,1391,4,-1,-3,White
1816,1798,0,1,1,Black
1826,1807,2,-5,0,White
1785,1817,-4,0,-1,White
1819,1780,7,2,0,Black
1798,1826,1,0,0,Black
2297,2135,1,0,1,Black
2135,2166,-4,-1,1,Draw
2139,2207,1,1,1,Black
2110,2140,-2,1,-1,Draw
2131,2284,-2,0,0,White
2136,2153,5,1,1,Black
2173,2130,4,2,0,Black
2134,2188,2,2,0,Black
2154,2140,-1,2,-4,White
2140,2149,-1,-1,0,Draw
1964,1988,1,0,0,White
1917,1913,-1,-5,1,White
1895,1869,-1,0,-1,White
1922,1865,-2,-2,1,Black
1842,1820,-2,0,-1,White
1890,1876,-3,1,1,Black
1562,1702,-2,1,-1,White
1366,1368,3,1,0,Black
1384,1365,0,-1,-2,White
1375,1279,-2,1,0,White
1747,1886,-2,1,2,Draw
2083,2080,3,-1,2,Black
1879,1810,7,-3,4,Black
2000,1998,-1,-3,-1,White
2004,1960,3,0,1,Black
1589,1587,1,1,-3,White
1288,1345,-1,1,2,Black
1335,1322,-3,-1,-1,White
1379,1345,3,1,0,Draw
1347,1309,-3,-3,1,Draw
1681,1701,-2,-2,-1,White
1742,1722,0,0,-1,White
1737,1684,0,-1,1,White
1717,1727,3,-1,1,Black
1717,1705,1,-1,-1,White
2142,2089,-1,0,-1,White
2085,2136,-2,-2,2,Black
2176,2141,0,-2,-1,White
2146,2229,-3,-3,2,Black
2166,2151,-2,-1,0,White
2148,2007,1,-1,-2,White
2159,2142,1,0,1,Black
2147,2150,5,-1,0,Black
2145,2285,1,-1,0,Draw
2237,2149,-5,2,-2,White
1652,1371,2,0,-3,White
1350,1675,1,-4,0,White
1742,1794,0,-2,-1,White
1314,1367,-4,0,-1,White
1964,2011,2,-1,1,Black
2136,2042,-5,3,-2,White
2042,2074,0,0,1,Black
2106,2036,-5,0,0,White
2041,2098,0,1,1,Black
1624,1772,-1,-4,0,White
2148,2038,0,0,-1,White
2168,2032,1,-1,-1,White
1830,2026,3,0,1,Black
1416,1580,0,1,-2,White
1557,1660,1,2,-2,Black
1500,1574,2,0,1,Black
1549,1484,-1,2,1,Black
1457,1489,-2,2,0,White
1403,1293,1,-1,2,Black
1559,1615,0,1,0,Black
1628,1571,-5,1,0,Black
1807,1777,0,1,-1,White
1738,1823,2,2,0,Black
1837,1632,-2,1,-2,White
1613,1478,3,1,-1,White
1930,1805,1,2,1,White
1812,1805,-2,-3,2,Draw
1808,1794,-4,0,-1,Black
1932,1801,5,-3,-1,White
1800,1831,-4,-2,0,Draw
1788,1821,-6,0,-3,White
1797,1859,1,0,-1,Black
1858,1784,1,-1,2,Black
1783,1823,4,-3,1,Draw
1827,1793,-2,2,-3,White
1963,2025,0,-1,3,Black
1977,1945,-3,-1,1,Black
1927,1921,1,-1,-1,White
1930,1794,1,1,-1,White
1945,1969,3,1,1,Black
1927,1938,3,0,-2,White
1988,1904,-1,0,-1,Black
1442,1543,0,0,2,Black
1521,1617,1,1,0,White
1504,1497,-3,0,0,White
1558,1556,-1,2,2,Black
1483,1584,1,-2,0,White
1470,1353,-5,-1,-1,White
1408,1357,-4,0,0,White
1336,1351,-5,-1,0,White
1280,1336,-4,0,-2,White
1402,1222,2,-2,1,Black
1153,1135,-2,0,-1,White
1073,1500,-1,2,1,Black
1662,1658,3,0,1,Black
1650,1666,-2,-4,0,White
1868,1444,-1,0,-1,White
1478,1554,1,4,1,Black
1204,1298,0,-2,-1,White
1799,1740,0,1,0,Black
1808,1950,4,0,1,Black
1828,1796,1,-1,2,Black
1780,1778,0,1,2,Black
1772,1603,-3,-1,-1,White
1750,1813,0,-1,-1,White
1803,1780,6,-3,0,White
1756,1627,1,-1,-1,White
1340,1670,-5,-1,0,White
1865,1891,-1,0,0,Black
1997,1921,1,2,-2,White
2025,1925,1,-1,-1,White
1399,1430,-1,1,2,Black
1417,1380,-2,1,-1,White
1322,1418,3,-2,2,Black
1431,1395,3,-2,2,Black
1382,1421,3,-1,2,Black
1065,1061,3,-1,1,Black
2382,2209,1,0,1,Black
2017,2405,-5,-1,0,White
2134,2429,-3,-4,0,White
2423,2169,-3,1,-1,White
2176,2417,6,0,1,Black
2435,2017,-4,4,-1,Black
2497,2508,-1,-1,-1,White
2488,2678,0,-1,0,White
2519,2494,1,0,-1,White
2494,2457,0,-1,1,Draw
2490,2500,-4,-2,1,White
2506,2506,3,3,0,Black
2494,2512,-2,2,-1,White
2497,2506,0,0,2,Black
2510,2621,0,-1,1,Black
2505,2425,-1,-3,-1,White
1714,1798,-4,0,-1,Black
1271,1500,2,0,2,Black
1616,1406,0,-2,-1,White
1730,2474,1,1,0,Black
2463,1500,-1,0,-1,White
1390,1373,1,-1,2,Black
1761,1779,-1,1,0,Black
1827,1798,-1,0,-1,White
1774,1771,1,-2,-1,White
1765,1815,1,0,-1,White
1796,1733,-1,0,-1,White
1834,1818,-3,-1,0,White
1792,1782,1,0,-2,White
1692,1771,4,-1,1,Black
1501,1420,0,1,-1,White
1987,1963,0,1,1,Black
1988,2016,2,0,1,Black
1860,1825,1,-2,-1,White
1824,1840,3,-1,1,Draw
1287,1321,-2,0,-1,White
1277,1529,-1,2,1,White
1748,1808,-1,-1,0,White
1818,1827,2,0,0,White
1325,1316,-2,0,-1,White
1454,1317,3,-1,-2,White
1450,1300,8,-2,-2,White
1344,1442,2,1,1,Black
2036,1637,-2,0,-1,White
1818,1639,3,2,-3,White
2275,2138,-1,-2,0,White
1523,1775,0,1,0,Black
1773,1863,3,-3,1,Draw
1765,1804,-1,0,0,White
1814,1756,5,-1,2,Black
1749,1700,0,0,-2,White
1433,1747,2,0,1,Black
1749,1791,0,0,1,Black
2022,2059,-5,1,-1,White
1875,2005,1,0,2,Black
2023,2115,4,1,0,Black
2038,2538,0,0,4,Black
1859,1870,0,0,-3,White
1774,1839,0,-1,-1,Black
1822,1689,-1,0,0,White
1726,1800,3,1,0,Black
1764,1771,-2,1,1,Black
1741,1726,0,1,-2,White
1709,1682,-1,0,-1,White
2060,2214,1,0,-2,White
2148,2216,2,-1,0,Draw
2265,2223,0,1,-2,White
1635,1631,0,0,2,Black
1669,1471,-4,-2,0,White
1463,1252,2,0,2,Black
1915,1930,1,0,1,Black
968,961,2,0,1,Black
1459,1489,1,-1,0,White
1460,1497,-2,1,1,Black
1475,1607,-1,1,1,Black
1316,1374,-3,2,0,Black
1876,1321,4,0,0,White
1268,1226,-3,0,-1,White
1500,1400,0,1,1,Black
1689,1720,-2,0,-1,White
1715,1796,0,1,2,Black
1767,1720,1,2,-2,White
1767,1773,3,0,-2,Black
1679,1780,-2,1,1,Black
1642,1733,-2,-1,0,Black
1661,1647,2,1,-4,White
1358,1506,0,1,-1,White
1361,1177,-3,-1,-1,White
1352,1269,1,-2,-1,White
2136,1775,-1,4,1,Black
2182,1811,-3,0,-1,Black
1952,1915,-1,-4,1,White
1545,1577,-2,2,2,Black
1532,1721,0,2,1,White
1509,1505,-2,2,3,White
1863,1898,2,0,0,Black
1887,1830,-2,4,1,Black
1880,1939,-3,0,-2,White
1889,1853,-2,0,0,Black
2121,2205,-1,0,-1,White
2163,2187,-3,0,-1,White
2150,2175,-6,-1,0,White
1991,1993,-2,-1,-1,White
1993,1987,-3,-1,-1,White
2062,1997,-3,-2,0,White
928,2293,0,0,1,Black
928,1932,1,2,1,Black
2343,2303,0,-1,-1,White
2303,2251,0,-1,-1,White
2240,2254,0,0,2,Black
2220,2260,-2,-1,-1,White
2142,2273,-1,0,-1,White
2114,2016,-1,-3,0,White
1626,1535,3,0,-2,White
1819,1521,0,0,-2,White
1517,1564,2,0,0,Black
1354,1588,-1,0,0,White
1338,1445,-1,-1,-1,White
1066,1334,0,0,1,Black
1608,1370,-1,1,-2,White
1410,1147,-4,-2,-1,White
1719,1908,-1,1,-2,White
2322,2472,-1,0,0,Draw
2315,2128,-1,0,0,White
2075,2303,4,0,1,Black
2130,2296,2,0,1,Black
2293,2282,-1,0,0,Black
2273,2138,-5,-1,0,White
2267,2022,-3,0,-1,White
1287,1254,-1,1,0,White
2308,2428,1,0,1,Black
2206,2419,5,0,1,Black
2218,2409,1,1,1,Black
